Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;81,00;21,00;26,00;5,00;0,00;24,00;2,00;21,00;7,00
2019-01-13;85,00;13,00;11,00;6,00;2,00;24,00;6,00;28,00;7,00
2019-01-20;98,00;11,00;22,00;6,00;2,00;23,00;1,00;23,00;6,00
2019-01-27;89,00;15,00;16,00;10,00;1,00;18,00;1,00;29,00;5,00
2019-02-03;85,00;14,00;20,00;5,00;2,00;16,00;2,00;23,00;3,00
2019-02-10;74,00;13,00;13,00;6,00;1,00;20,00;1,00;20,00;5,00
2019-02-17;100,00;18,00;20,00;10,00;2,00;16,00;1,00;21,00;8,00
2019-02-24;91,00;16,00;13,00;10,00;1,00;25,00;2,00;31,00;5,00
2019-03-03;86,00;9,00;14,00;6,00;2,00;13,00;1,00;22,00;3,00
2019-03-10;73,00;11,00;13,00;6,00;0,00;16,00;2,00;20,00;7,00
2019-03-17;82,00;11,00;11,00;12,00;3,00;17,00;4,00;32,00;5,00
2019-03-24;70,00;10,00;11,00;10,00;2,00;17,00;3,00;31,00;12,00
2019-03-31;67,00;12,00;7,00;7,00;0,00;16,00;0,00;27,00;8,00
2019-04-07;57,00;9,00;13,00;6,00;2,00;24,00;3,00;23,00;5,00
2019-04-14;78,00;11,00;13,00;4,00;2,00;15,00;1,00;23,00;8,00
2019-04-21;57,00;10,00;12,00;10,00;0,00;18,00;2,00;28,00;3,00
2019-04-28;62,00;12,00;7,00;11,00;0,00;16,00;2,00;17,00;6,00
2019-05-05;57,00;12,00;2,00;12,00;0,00;9,00;2,00;17,00;6,00
2019-05-12;78,00;13,00;6,00;5,00;2,00;13,00;2,00;20,00;8,00
2019-05-19;73,00;6,00;7,00;8,00;2,00;22,00;4,00;19,00;4,00
2019-05-26;88,00;9,00;4,00;6,00;1,00;14,00;1,00;25,00;3,00
2019-06-02;66,00;12,00;7,00;3,00;1,00;7,00;0,00;21,00;3,00
2019-06-09;69,00;5,00;13,00;8,00;3,00;16,00;2,00;28,00;4,00
