,names similarity score,descriptions similarity score,image similarity score,gap between replica and 3th decile price in std,gap between replica and median price in std,gap between replica and 7th decile price in std,gap between replica and 9th decile price in std
0,0.14000483166365438,0.4200704094829781,0.0,,,,
1,0.12486369573834113,0.44187342186605083,0.0,,,,
2,0.4775112907254709,0.2028473109185138,0.0,,,,
3,0.41370335092714755,0.3305648300317389,0.0,,,,
4,0.4626771804877682,0.0,0.0,,,,
5,0.5941130626870821,0.6297373437226609,0.0,,,,
6,0.18028362289351363,0.35832620653922814,0.0,,,,
7,0.18028362289351363,0.2634632588729691,0.0,,,,
8,0.5695660235675782,0.40032670643722484,0.0,,,,
9,0.6705886439718141,0.4404222103121136,0.0,,,,
10,0.7734272702777026,0.38045493051268775,0.0,,,,
11,0.6307436458218483,0.0,0.0,,,,
12,0.26908893086437047,0.48985616578397306,0.0,,,,
13,0.557269905345825,0.27673490675183426,0.0,,,,
14,0.6464185037487794,0.5852891618677382,0.0,,,,
15,0.14483051958619633,0.4025261783688415,0.0,,,,
16,0.38962513453829734,0.26186474689011796,0.0,,,,
17,0.7964074027153254,0.0,0.0,,,,
18,0.4991946485282015,0.0,0.0,,,,
19,0.5367726865182574,0.23088828468373876,0.0,,,,
20,0.057522678837709944,0.5447016856168678,0.0,,,,
21,0.07432470487517187,0.5522553543775786,0.0,,,,
22,0.12365644537210395,0.5697835990781485,0.0,,,,
23,0.16335305396142763,0.5725932329569796,0.0,,,,
24,0.15713166660183536,0.49256094563162944,0.0,,,,
25,0.34633904901053714,0.5702317831638496,0.0,,,,
26,0.085357220940256,0.54191733275737,0.0,,,,
27,0.11633319105951696,0.6301322778395768,0.0,,,,
28,-0.005678163494374198,0.6735550105740314,0.0,,,,
29,0.1826534097744531,0.5676980521267541,0.0,,,,
30,0.05993645324813554,0.5126195596250405,0.0,,,,
31,0.34633904901053714,0.5702317831638496,0.0,,,,
32,-0.05348596491092638,0.5966372184087293,0.0,,,,
33,0.09753972113197597,0.5335563314694833,0.0,,,,
34,0.10843128437634884,0.6059038077779868,0.0,,,,
35,0.16356093288182255,0.5235382642352017,0.0,,,,
36,-0.01790387824490417,0.5834134164447069,0.0,,,,
37,0.05305574174554083,0.5503116661804089,0.0,,,,
38,0.662522912744548,0.5001185366880908,0.0,,,,
39,0.18330957878490833,0.548519551709665,0.0,,,,
40,-0.018014782490707162,0.3129263381095133,0.0,,,,
41,0.05180413998142775,0.7222069982382793,0.0,,,,
42,0.25932459351564147,0.5623415812585464,0.0,,,,
43,0.20952774073970198,0.3129263381095133,0.0,,,,
44,0.05924361579726086,0.5811800439652529,0.0,,,,
45,0.21096149130944072,0.5273076493060821,0.0,,,,
46,0.1826534097744531,0.5676980521267541,0.0,,,,
47,0.24951961899977484,0.6420366416280302,0.0,,,,
48,0.22341814708573252,0.493976987058338,0.0,,,,
49,0.009591243850152694,0.44075143641932474,0.0,,,,
50,0.21570619225952004,0.5519938035271014,0.0,,,,
51,0.009591243850152694,0.44075143641932474,0.0,,,,
52,0.15298683474954314,0.6313493249142134,0.0,,,,
53,0.37005777661963213,0.3129263381095133,0.0,,,,
54,0.32298812084176287,0.741186510071716,0.18247367998316527,,,,
55,0.431597495656985,0.6596672469133811,0.16048806253002174,,,,
56,0.5137256904969695,0.5274471478567978,0.2400767333474451,,,,
